frame,stamp_s,ey_m,epsi_rad,lane_width_m,paired,n_lines,confidence,reason,line_c0_m
00498.png,1787054694.651,-0.06118,-0.03166,0.21585,1,4,0.354,ok,-0.11134;-0.04680;0.16916;0.25082
00499.png,1787054694.702,-0.02978,-0.00886,0.28195,1,3,0.688,ok,-0.11120;0.17076;0.25721
00500.png,1787054694.751,-0.03069,0.01087,0.28255,1,3,0.646,ok,-0.11060;0.17197;0.26053
00501.png,1787054694.801,-0.03291,-0.00327,0.28807,1,3,0.667,ok,-0.11112;0.17695;0.26466
00502.png,1787054694.851,-0.03112,-0.02318,0.28340,1,3,0.667,ok,-0.11061;0.17286;0.26041
00503.png,1787054694.953,-0.02896,-0.02169,0.28029,1,3,0.688,ok,-0.11122;0.16914;0.25413
00504.png,1787054695.001,0.01542,-0.01307,0.19006,1,3,0.625,ok,-0.11046;0.07962;0.25999
00505.png,1787054695.101,-0.03681,-0.02183,0.29520,1,3,0.708,ok,-0.11082;0.18445;0.26572
00506.png,1787054695.151,-0.02782,-0.02618,0.27656,1,3,0.688,ok,-0.11051;0.16614;0.26180
00507.png,1787054695.202,-0.02978,-0.02620,0.28204,1,3,0.667,ok,-0.11129;0.17084;0.26466
00508.png,1787054695.253,0.01514,-0.01360,0.19296,1,3,0.646,ok,-0.11163;0.08135;0.26306
00509.png,1787054695.401,0.01228,-0.02498,0.19743,1,3,0.667,ok,-0.11103;0.08647;0.26306
00510.png,1787054695.451,-0.02854,-0.00726,0.27923,1,3,0.646,ok,-0.11108;0.16816;0.26106
00511.png,1787054695.552,0.01262,-0.00191,0.19675,1,3,0.667,ok,-0.11099;0.08576;0.25674
00512.png,1787054695.602,0.01572,-0.01595,0.19100,1,3,0.646,ok,-0.11123;0.07979;0.25499
00513.png,1787054695.653,-0.03760,-0.02754,0.29733,1,3,0.688,ok,-0.11112;0.18633;0.26041
00514.png,1787054695.752,-0.02900,-0.00961,0.28052,1,3,0.688,ok,-0.11127;0.16926;0.25986
00515.png,1787054695.802,-0.02746,-0.00766,0.27691,1,3,0.688,ok,-0.11100;0.16592;0.26306
00516.png,1787054695.852,-0.03308,-0.01524,0.28868,1,3,0.667,ok,-0.11128;0.17744;0.26041
00517.png,1787054695.902,-0.03389,-0.00351,0.28955,1,3,0.646,ok,-0.11088;0.17867;0.26558
00518.png,1787054696.002,-0.03245,-0.00726,0.28713,1,3,0.646,ok,-0.11112;0.17602;0.26041
00519.png,1787054696.051,-0.03049,-0.00735,0.28287,1,3,0.708,ok,-0.11095;0.17192;0.26306
00520.png,1787054696.102,-0.03229,-0.00961,0.28652,1,3,0.625,ok,-0.11098;0.17555;0.26053
00521.png,1787054696.251,-0.02787,-0.01261,0.27873,1,3,0.708,ok,-0.11151;0.16725;0.26053
00522.png,1787054696.351,-0.02829,-0.02754,0.27935,1,3,0.688,ok,-0.11143;0.16802;0.25824
00523.png,1787054696.401,0.01228,-0.01226,0.19862,1,3,0.688,ok,-0.11160;0.08703;0.25986
00524.png,1787054696.452,-0.02878,-0.00083,0.27953,1,3,0.729,ok,-0.11098;0.16855;0.25721
00525.png,1787054696.502,0.01487,-0.01205,0.19077,1,3,0.667,ok,-0.11026;0.08052;0.25721
00526.png,1787054696.602,-0.02837,-0.00759,0.27872,1,3,0.688,ok,-0.11099;0.16773;0.25733
00527.png,1787054696.652,-0.01352,-0.00327,0.24816,1,3,0.708,ok,-0.11056;0.13760;0.26306
00528.png,1787054696.751,-0.03375,-0.00726,0.28923,1,3,0.646,ok,-0.11087;0.17837;0.25721
00529.png,1787054696.853,-0.02991,-0.00191,0.28051,1,3,0.688,ok,-0.11035;0.17016;0.25721
00530.png,1787054696.903,-0.03130,-0.03255,0.28375,1,3,0.667,ok,-0.11065;0.17325;0.26053
00531.png,1787054696.951,-0.02952,-0.02034,0.28037,1,3,0.708,ok,-0.11070;0.16974;0.26306
00532.png,1787054697.202,0.01440,-0.00419,0.19378,1,3,0.646,ok,-0.11129;0.08249;0.27463
00533.png,1787054697.251,-0.02856,-0.00862,0.27888,1,3,0.667,ok,-0.11088;0.16801;0.25986
00534.png,1787054697.301,-0.03001,-0.01155,0.28152,1,3,0.729,ok,-0.11076;0.17078;0.26319
00535.png,1787054697.350,-0.01365,-0.00699,0.24997,1,3,0.708,ok,-0.11134;0.13864;0.25733
00536.png,1787054697.401,-0.02733,-0.02034,0.27563,1,3,0.688,ok,-0.11051;0.16517;0.26306
00537.png,1787054697.452,0.01663,-0.00862,0.18839,1,3,0.646,ok,-0.11082;0.07757;0.25824
00538.png,1787054697.501,-0.02884,-0.02169,0.27988,1,3,0.688,ok,-0.11114;0.16881;0.26180
00539.png,1787054697.551,-0.03233,-0.00282,0.28765,1,3,0.646,ok,-0.11150;0.17615;0.25986
00540.png,1787054697.603,-0.03110,-0.02945,0.28253,1,3,0.667,ok,-0.11023;0.17243;0.26388
00541.png,1787054697.652,-0.02977,-0.02605,0.28149,1,3,0.708,ok,-0.11103;0.17056;0.26319
00542.png,1787054697.802,-0.03445,-0.00191,0.29033,1,3,0.667,ok,-0.11071;0.17962;0.26041
00543.png,1787054697.852,-0.02741,-0.02467,0.27710,1,3,0.708,ok,-0.11118;0.16600;0.26112
00544.png,1787054697.902,-0.02773,-0.00327,0.27726,1,3,0.667,ok,-0.11090;0.16637;0.25986
00545.png,1787054697.953,-0.03293,-0.01841,0.28971,1,3,0.667,ok,-0.11195;0.17782;0.26139
00546.png,1787054698.002,0.00274,-0.03444,0.21600,1,3,0.688,ok,-0.11080;0.10533;0.27679
00547.png,1787054698.152,0.01367,-0.01424,0.19479,1,2,0.646,ok,-0.11108;0.08373
00548.png,1787054698.201,-0.03043,0.01161,0.28333,1,3,0.646,ok,-0.11124;0.17211;0.25014
00549.png,1787054698.251,-0.03046,-0.00121,0.28224,1,3,0.646,ok,-0.11066;0.17158;0.25721
00550.png,1787054698.302,0.01418,-0.00294,0.19244,1,3,0.667,ok,-0.11040;0.08204;0.25421
00551.png,1787054698.354,-0.03062,-0.00164,0.28233,1,3,0.688,ok,-0.11055;0.17179;0.24725
00552.png,1787054698.403,-0.03328,-0.00799,0.28846,1,3,0.667,ok,-0.11095;0.17752;0.27468
00553.png,1787054698.452,-0.01274,-0.03542,0.24747,1,3,0.729,ok,-0.11107;0.13655;0.25986
00554.png,1787054698.556,-0.03394,-0.00087,0.28913,1,3,0.667,ok,-0.11062;0.17851;0.26045
00555.png,1787054698.605,-0.03058,-0.00726,0.28331,1,3,0.667,ok,-0.11108;0.17223;0.26041
00556.png,1787054698.702,-0.03003,-0.00282,0.27944,1,3,0.688,ok,-0.10969;0.16976;0.23268
00557.png,1787054698.753,-0.02728,-0.02641,0.27725,1,3,0.708,ok,-0.11140;0.16595;0.25674
00558.png,1787054698.802,0.01508,-0.01009,0.19220,1,3,0.646,ok,-0.11118;0.08103;0.25721
00559.png,1787054698.851,-0.02828,-0.00835,0.27858,1,3,0.667,ok,-0.11101;0.16758;0.23705
00560.png,1787054698.952,0.01406,0.02528,0.19349,1,3,0.667,ok,-0.11083;0.08272;0.24860
00561.png,1787054699.001,0.01420,-0.00701,0.19411,1,3,0.646,ok,-0.11126;0.08286;0.26306
00562.png,1787054699.052,-0.03340,-0.01360,0.28908,1,2,0.625,ok,-0.11116;0.17795
00563.png,1787054699.101,0.01358,-0.00870,0.19461,1,3,0.646,ok,-0.11089;0.08372;0.26263
00564.png,1787054699.151,-0.02844,-0.00742,0.27900,1,3,0.688,ok,-0.11107;0.16794;0.27064
00565.png,1787054699.201,-0.03018,-0.00409,0.28072,1,3,0.708,ok,-0.11018;0.17054;0.26263
00566.png,1787054699.251,-0.07312,-0.05500,0.22875,1,4,0.354,ok,-0.11110;-0.04142;0.18767;0.26053
00567.png,1787054699.301,-0.03453,-0.00514,0.29018,1,3,0.688,ok,-0.11057;0.17962;0.25071
00568.png,1787054699.652,-0.02890,-0.00799,0.27980,1,3,0.646,ok,-0.11100;0.16881;0.24714
00569.png,1787054699.703,-0.03056,-0.02393,0.28279,1,3,0.688,ok,-0.11087;0.17200;0.31123
00570.png,1787054699.753,-0.03010,-0.00301,0.28110,1,3,0.688,ok,-0.11046;0.17065;0.24725
00571.png,1787054699.802,-0.02817,-0.01977,0.27928,1,3,0.646,ok,-0.11149;0.16784;0.25166
00572.png,1787054699.852,-0.06493,-0.05500,0.22699,1,4,0.312,ok,-0.11105;-0.04874;0.17859;0.23668
00573.png,1787054699.953,-0.03401,-0.00726,0.29034,1,3,0.667,ok,-0.11116;0.17918;0.26306
00574.png,1787054700.006,-0.02871,-0.00300,0.27964,1,3,0.667,ok,-0.11111;0.16853;0.26041
00575.png,1787054700.052,0.01477,-0.01190,0.19136,1,3,0.667,ok,-0.11046;0.08091;0.25986
00576.png,1787054700.101,-0.03111,-0.00840,0.28248,1,3,0.688,ok,-0.11014;0.17236;0.26053
00577.png,1787054700.153,-0.03506,-0.00860,0.28907,1,3,0.688,ok,-0.10948;0.17959;0.26041
00578.png,1787054700.202,-0.01753,-0.02034,0.25754,1,3,0.708,ok,-0.11127;0.14633;0.25733
00579.png,1787054700.303,-0.03042,-0.00689,0.28069,1,3,0.708,ok,-0.10993;0.17077;0.25986
00580.png,1787054700.452,-0.02835,-0.00751,0.27897,1,3,0.667,ok,-0.11113;0.16784;0.24773
00581.png,1787054700.503,-0.02842,-0.01427,0.27883,1,2,0.646,ok,-0.11101;0.16785
00582.png,1787054700.652,-0.03190,-0.02118,0.28408,1,3,0.688,ok,-0.11017;0.17397;0.27867
00583.png,1787054700.751,-0.03003,-0.00405,0.28027,1,3,0.646,ok,-0.11010;0.17017;0.24860
00584.png,1787054700.801,-0.02859,0.01205,0.27903,1,3,0.625,ok,-0.11093;0.16811;0.25413
00585.png,1787054700.851,-0.03086,-0.00961,0.28417,1,3,0.688,ok,-0.11123;0.17295;0.27468
00586.png,1787054700.902,-0.02745,-0.03486,0.27884,1,3,0.708,ok,-0.11206;0.16695;0.23661
00587.png,1787054700.953,-0.02855,-0.02004,0.27826,1,3,0.646,ok,-0.11061;0.16770;0.24914
00588.png,1787054701.001,-0.02954,-0.00234,0.27994,1,3,0.688,ok,-0.11043;0.16951;0.25674
00589.png,1787054701.051,-0.02799,-0.02771,0.27765,1,3,0.708,ok,-0.11089;0.16687;0.26054
00590.png,1787054701.103,-0.03326,-0.01061,0.28926,1,3,0.667,ok,-0.11138;0.17790;0.27064
00591.png,1787054701.153,-0.03014,-0.01121,0.28131,1,3,0.708,ok,-0.11053;0.17080;0.25721
00592.png,1787054701.202,-0.03060,-0.03761,0.28170,1,3,0.667,ok,-0.11035;0.17155;0.26306
00593.png,1787054701.305,-0.03311,-0.01360,0.28788,1,3,0.667,ok,-0.11084;0.17706;0.24860
00594.png,1787054701.352,-0.03046,-0.02955,0.28315,1,3,0.688,ok,-0.11118;0.17209;0.25861
00595.png,1787054701.402,0.01206,-0.02467,0.19869,1,3,0.667,ok,-0.11143;0.08731;0.25469
00596.png,1787054701.451,-0.03733,0.00246,0.29700,1,3,0.646,ok,-0.11117;0.18582;0.24860
00597.png,1787054701.502,-0.02832,-0.01904,0.27798,1,3,0.667,ok,-0.11069;0.16734;0.24860
00598.png,1787054701.554,-0.02954,-0.01360,0.27993,1,2,0.646,ok,-0.11044;0.16952
00599.png,1787054701.603,-0.02918,-0.00825,0.28069,1,3,0.688,ok,-0.11117;0.16953;0.25986
00600.png,1787054701.656,-0.03431,-0.01360,0.29076,1,3,0.646,ok,-0.11108;0.17970;0.25986
00601.png,1787054701.704,-0.02969,-0.00164,0.28148,1,3,0.688,ok,-0.11105;0.17044;0.26306
00602.png,1787054701.801,-0.02847,-0.00862,0.27919,1,3,0.667,ok,-0.11112;0.16807;0.23268
00603.png,1787054701.851,-0.02973,-0.01009,0.28263,1,3,0.688,ok,-0.11159;0.17105;0.26041
00604.png,1787054701.904,-0.02867,-0.03282,0.27839,1,3,0.708,ok,-0.11060;0.16794;0.27468
00605.png,1787054701.954,-0.03303,-0.01994,0.28729,1,3,0.646,ok,-0.11064;0.17670;0.25721
00606.png,1787054702.002,-0.02952,-0.01360,0.28184,1,3,0.667,ok,-0.11141;0.17045;0.26319
00607.png,1787054702.051,-0.03322,-0.01895,0.28808,1,3,0.646,ok,-0.11085;0.17728;0.24812
00608.png,1787054702.101,-0.03052,-0.01496,0.28324,1,3,0.667,ok,-0.11112;0.17215;0.26041
00609.png,1787054702.151,-0.02930,-0.02937,0.28118,1,3,0.708,ok,-0.11135;0.16996;0.26183
00610.png,1787054702.201,-0.02703,-0.03255,0.27646,1,3,0.688,ok,-0.11127;0.16534;0.27545
00611.png,1787054702.252,-0.02823,-0.00879,0.27741,1,3,0.667,ok,-0.11048;0.16694;0.27766
00612.png,1787054702.302,-0.02783,0.00084,0.27787,1,2,0.646,ok,-0.11110;0.16676
00613.png,1787054702.352,-0.03014,-0.01274,0.28380,1,3,0.688,ok,-0.11177;0.17205;0.24849
00614.png,1787054702.402,-0.02894,-0.01427,0.27905,1,3,0.688,ok,-0.11060;0.16848;0.25989
00615.png,1787054702.451,0.01389,-0.00825,0.19309,1,3,0.646,ok,-0.11044;0.08266;0.27463
00616.png,1787054702.504,-0.03006,-0.00751,0.28279,1,3,0.688,ok,-0.11134;0.17146;0.25421
00617.png,1787054702.555,-0.03916,-0.00771,0.29923,1,3,0.667,ok,-0.11046;0.18877;0.26041
00618.png,1787054702.604,-0.03108,0.02199,0.28506,1,3,0.688,ok,-0.11149;0.17364;0.25986
00619.png,1787054702.651,-0.02995,-0.01360,0.28117,1,3,0.688,ok,-0.11064;0.17055;0.25674
00620.png,1787054702.704,-0.02737,-0.03592,0.27692,1,3,0.688,ok,-0.11118;0.16592;0.26223
00621.png,1787054702.751,-0.03226,-0.00735,0.28621,1,3,0.667,ok,-0.11085;0.17537;0.26665
00622.png,1787054702.806,-0.02855,-0.01469,0.27845,1,3,0.688,ok,-0.11069;0.16779;0.27867
00623.png,1787054702.954,-0.03088,-0.03016,0.28256,1,3,0.688,ok,-0.11047;0.17222;0.27867
00624.png,1787054703.003,-0.02921,-0.00327,0.28065,1,3,0.667,ok,-0.11112;0.16953;0.26306
00625.png,1787054703.052,-0.06023,-0.07435,0.21733,1,4,0.375,ok,-0.11055;-0.04874;0.16919;0.25754
00626.png,1787054703.101,-0.03278,-0.01292,0.28810,1,3,0.667,ok,-0.11128;0.17684;0.27064
00627.png,1787054703.203,-0.03006,-0.01239,0.28274,1,3,0.708,ok,-0.11132;0.17144;0.25989
00628.png,1787054703.301,-0.02893,-0.01496,0.28051,1,3,0.667,ok,-0.11134;0.16919;0.27545
00629.png,1787054703.352,-0.02966,-0.02098,0.28043,1,3,0.688,ok,-0.11059;0.16991;0.25989
00630.png,1787054703.401,-0.02842,-0.00726,0.27918,1,3,0.667,ok,-0.11118;0.16801;0.25986
00631.png,1787054703.452,-0.02950,-0.00817,0.28137,1,3,0.646,ok,-0.11119;0.17019;0.27367
00632.png,1787054703.503,-0.02590,0.00084,0.27403,1,3,0.667,ok,-0.11112;0.16291;0.25313
00633.png,1787054703.553,-0.02408,0.01314,0.26909,1,3,0.667,ok,-0.11047;0.15864;0.25421
00634.png,1787054703.602,-0.02751,-0.00701,0.27744,1,3,0.708,ok,-0.11122;0.16623;0.25986
00635.png,1787054703.651,-0.02493,0.01960,0.27338,1,2,0.667,ok,-0.11178;0.16165
00636.png,1787054703.702,-0.02771,-0.02838,0.27753,1,2,0.667,ok,-0.11111;0.16654
00637.png,1787054703.754,-0.03758,-0.01024,0.29790,1,3,0.667,ok,-0.11138;0.18654;0.24725
00638.png,1787054703.804,-0.03254,-0.00862,0.28695,1,3,0.646,ok,-0.11094;0.17602;0.25413
00639.png,1787054704.001,-0.02934,-0.00677,0.28093,1,3,0.688,ok,-0.11113;0.16981;0.24860
00640.png,1787054704.052,-0.02864,0.01383,0.28030,1,3,0.646,ok,-0.11152;0.16881;0.25082
00641.png,1787054704.103,0.01296,-0.00474,0.19392,1,3,0.646,ok,-0.10992;0.08400;0.25166
00642.png,1787054704.152,0.01415,-0.01385,0.19437,1,2,0.688,ok,-0.11134;0.08305
00643.png,1787054704.202,-0.03344,-0.01968,0.28861,1,3,0.646,ok,-0.11090;0.17777;0.25421
00644.png,1787054704.254,-0.03379,-0.01494,0.28864,1,3,0.646,ok,-0.11054;0.17813;0.27867
00645.png,1787054704.402,-0.03049,-0.00096,0.28197,1,3,0.688,ok,-0.11049;0.17148;0.26053
00646.png,1787054704.604,-0.02911,-0.03899,0.28004,1,3,0.708,ok,-0.11102;0.16923;0.24860
00647.png,1787054704.804,-0.03473,-0.00850,0.29199,1,3,0.667,ok,-0.11127;0.18073;0.25633
00648.png,1787054704.852,-0.03305,-0.00966,0.28884,1,3,0.646,ok,-0.11137;0.17748;0.25721
00649.png,1787054705.002,-0.03332,-0.00860,0.28666,1,3,0.646,ok,-0.11001;0.17665;0.26041
00650.png,1787054705.052,-0.03033,-0.01512,0.28096,1,3,0.708,ok,-0.11016;0.17083;0.27156
00651.png,1787054705.103,-0.03448,-0.00123,0.29013,1,3,0.667,ok,-0.11059;0.17955;0.27867
00652.png,1787054705.206,-0.02929,-0.01544,0.28163,1,3,0.708,ok,-0.11154;0.17013;0.25674
00653.png,1787054705.254,0.01149,-0.00823,0.19777,1,3,0.667,ok,-0.11038;0.08740;0.26180
00654.png,1787054705.305,-0.03048,-0.00191,0.28364,1,3,0.667,ok,-0.11134;0.17230;0.26088
00655.png,1787054705.354,-0.02984,-0.00726,0.28198,1,3,0.667,ok,-0.11116;0.17083;0.24908
00656.png,1787054705.405,-0.02815,-0.00147,0.27894,1,3,0.667,ok,-0.11132;0.16761;0.25541
00657.png,1787054705.453,-0.01831,-0.01308,0.25821,1,3,0.708,ok,-0.11081;0.14742;0.26306
00658.png,1787054705.503,-0.02984,-0.00954,0.28192,1,3,0.708,ok,-0.11113;0.17081;0.26263
00659.png,1787054705.552,-0.02889,-0.00191,0.28080,1,3,0.667,ok,-0.11151;0.16929;0.27463
00660.png,1787054705.607,0.01506,-0.00631,0.19201,1,3,0.646,ok,-0.11106;0.08095;0.36848
00661.png,1787054705.702,-0.02993,-0.01994,0.28211,1,3,0.688,ok,-0.11116;0.17101;0.27848
00662.png,1787054705.754,-0.02803,-0.00282,0.27880,1,3,0.688,ok,-0.11137;0.16743;0.26572
00663.png,1787054705.802,-0.02872,-0.01238,0.27866,1,3,0.646,ok,-0.11062;0.16806;0.26263
00664.png,1787054705.854,-0.02875,-0.00874,0.28008,1,3,0.667,ok,-0.11130;0.16879;0.26106
00665.png,1787054705.906,-0.02962,-0.00371,0.28066,1,3,0.708,ok,-0.11071;0.16995;0.25674
00666.png,1787054706.004,-0.02858,-0.01613,0.27858,1,3,0.688,ok,-0.11073;0.16789;0.26053
00667.png,1787054706.052,-0.03601,-0.01113,0.29416,1,3,0.667,ok,-0.11107;0.18310;0.27867
00668.png,1787054707.904,-0.01330,-0.02913,0.24942,1,2,0.708,ok,-0.11147;0.13806
00669.png,1787054708.003,-0.03138,0.00781,0.28329,1,3,0.688,ok,-0.11027;0.17303;0.24926
00670.png,1787054708.056,0.01409,-0.01094,0.19594,1,3,0.667,ok,-0.11206;0.08389;0.24849
00671.png,1787054708.156,-0.02928,-0.00850,0.28093,1,3,0.667,ok,-0.11119;0.16975;0.25721
00672.png,1787054708.206,-0.02963,-0.00327,0.28104,1,3,0.667,ok,-0.11089;0.17016;0.25721
00673.png,1787054708.252,-0.01931,-0.01192,0.26027,1,3,0.667,ok,-0.11083;0.14946;0.25999
00674.png,1787054708.301,0.01549,-0.01346,0.19080,1,3,0.667,ok,-0.11090;0.07992;0.25986
00675.png,1787054708.351,-0.02790,-0.02278,0.27837,1,3,0.708,ok,-0.11132;0.16713;0.25721
00676.png,1787054708.454,-0.02976,-0.02942,0.28134,1,3,0.667,ok,-0.11097;0.17050;0.26306
00677.png,1787054708.504,-0.03189,-0.01462,0.28724,1,3,0.646,ok,-0.11174;0.17553;0.26252
00678.png,1787054708.558,-0.03439,-0.01860,0.29178,1,3,0.667,ok,-0.11153;0.18030;0.25989
00679.png,1787054708.602,-0.02860,-0.00371,0.28015,1,3,0.667,ok,-0.11148;0.16867;0.26147
00680.png,1787054716.453,0.00045,-0.00946,0.21926,1,3,0.667,ok,-0.11009;0.10918;0.25421
00681.png,1787054716.705,-0.06678,-0.03166,0.20606,1,4,0.375,ok,-0.11067;-0.03630;0.16986;0.26264
00682.png,1787054716.803,-0.01379,-0.00300,0.24993,1,3,0.708,ok,-0.11117;0.13876;0.25989
00683.png,1787054717.402,-0.02846,-0.00657,0.27897,1,3,0.688,ok,-0.11103;0.16794;0.26041
00684.png,1787054717.453,-0.03055,-0.02275,0.28223,1,3,0.708,ok,-0.11060;0.17171;0.26041
00685.png,1787054717.502,0.01468,-0.00834,0.19174,1,3,0.646,ok,-0.11055;0.08119;0.25674
00686.png,1787054717.654,-0.02889,-0.01968,0.27994,1,3,0.688,ok,-0.11110;0.16889;0.33139
00687.png,1787054717.703,-0.02968,-0.00726,0.28232,1,3,0.688,ok,-0.11149;0.17084;0.25986
00688.png,1787054717.752,-0.03852,-0.00035,0.29717,1,3,0.688,ok,-0.11006;0.18711;0.26041
00689.png,1787054717.802,-0.02882,-0.02969,0.27983,1,3,0.688,ok,-0.11116;0.16879;0.26306
00690.png,1787054717.852,-0.02973,-0.00657,0.28107,1,3,0.688,ok,-0.11081;0.17026;0.25721
00691.png,1787054717.903,-0.02879,-0.00631,0.27925,1,3,0.646,ok,-0.11084;0.16841;0.24335
00692.png,1787054718.054,0.01570,-0.00107,0.19014,1,3,0.708,ok,-0.11077;0.07937;0.25158
00693.png,1787054718.201,-0.02825,-0.02937,0.27914,1,3,0.708,ok,-0.11138;0.16788;0.26126
00694.png,1787054718.304,-0.03254,-0.01261,0.28771,1,3,0.646,ok,-0.11133;0.17640;0.25721
00695.png,1787054718.402,-0.03452,-0.00327,0.29095,1,3,0.667,ok,-0.11096;0.18000;0.25721
00696.png,1787054718.453,-0.03500,-0.00231,0.29020,1,3,0.667,ok,-0.11010;0.18009;0.25721
00697.png,1787054718.653,-0.02841,-0.02183,0.27954,1,3,0.708,ok,-0.11140;0.16821;0.26053
00698.png,1787054718.703,-0.02914,-0.01560,0.28021,1,3,0.688,ok,-0.11099;0.16926;0.26041
00699.png,1787054718.755,-0.02738,-0.00327,0.27762,1,3,0.708,ok,-0.11143;0.16619;0.26445
00700.png,1787054718.803,-0.03846,-0.02239,0.29959,1,3,0.708,ok,-0.11137;0.18829;0.26710
00701.png,1787054718.852,-0.03003,-0.03430,0.28125,1,3,0.667,ok,-0.11067;0.17074;0.27468
00702.png,1787054718.953,-0.03319,-0.00766,0.28888,1,3,0.646,ok,-0.11126;0.17763;0.30203
00703.png,1787054719.003,-0.03230,-0.01396,0.28800,1,3,0.667,ok,-0.11171;0.17632;0.28150
00704.png,1787054719.053,-0.03233,-0.01394,0.28810,1,3,0.646,ok,-0.11173;0.17640;0.26719
00705.png,1787054719.203,-0.03444,-0.00860,0.29132,1,3,0.646,ok,-0.11123;0.18011;0.21541
00706.png,1787054719.252,-0.02934,-0.00958,0.27921,1,3,0.688,ok,-0.11028;0.16895;0.24714
00707.png,1787054719.302,0.01567,-0.00833,0.19149,1,3,0.667,ok,-0.11142;0.08008;0.20921
00708.png,1787054719.352,-0.03909,-0.00940,0.30025,1,3,0.667,ok,-0.11104;0.18922;0.20921
00709.png,1787054719.401,0.01622,-0.01929,0.19056,1,3,0.667,ok,-0.11151;0.07908;0.20671
00710.png,1787054719.451,0.01610,-0.00917,0.18986,1,3,0.688,ok,-0.11104;0.07883;0.28087
00711.png,1787054719.501,-0.07117,-0.04284,0.22893,1,4,0.333,ok,-0.11132;-0.04340;0.18574;0.21090
00712.png,1787054719.551,-0.03429,-0.00724,0.29162,1,3,0.646,ok,-0.11152;0.18010;0.25986
00713.png,1787054719.601,-0.02925,-0.00282,0.27866,1,3,0.729,ok,-0.11008;0.16858;0.23699
00714.png,1787054719.652,-0.02902,-0.03300,0.28081,1,3,0.708,ok,-0.11146;0.16950;0.26126
00715.png,1787054719.701,-0.02619,-0.01584,0.27489,1,3,0.667,ok,-0.11127;0.16365;0.24860
00716.png,1787054719.752,-0.03261,-0.02001,0.28876,1,3,0.667,ok,-0.11180;0.17701;0.25948
00717.png,1787054719.801,-0.02848,-0.00270,0.27754,1,3,0.667,ok,-0.11029;0.16725;0.30337
00718.png,1787054719.852,-0.03361,-0.00769,0.29004,1,3,0.646,ok,-0.11142;0.17864;0.25685
00719.png,1787054719.902,0.01521,-0.01326,0.19069,1,2,0.646,ok,-0.11056;0.08014
00720.png,1787054719.952,-0.02909,-0.00860,0.28025,1,3,0.688,ok,-0.11104;0.16921;0.29641
00721.png,1787054720.003,-0.03379,-0.01591,0.29048,1,3,0.667,ok,-0.11147;0.17905;0.26862
00722.png,1787054720.052,-0.03497,-0.00771,0.29162,1,3,0.667,ok,-0.11085;0.18078;0.23564
00723.png,1787054720.102,-0.03166,-0.02670,0.28594,1,3,0.688,ok,-0.11136;0.17468;0.23997
00724.png,1787054720.152,-0.06190,-0.07625,0.22449,1,4,0.354,ok,-0.11061;-0.05068;0.17447;0.23737
00725.png,1787054720.204,-0.03028,-0.04341,0.28361,1,3,0.708,ok,-0.11166;0.17222;0.21190
00726.png,1787054720.252,-0.07009,-0.07857,0.23160,1,4,0.375,ok,-0.11134;-0.04607;0.18625;0.21244
00727.png,1787054720.302,-0.00608,-0.00866,0.23407,1,3,0.667,ok,-0.11096;0.12312;0.21950
00728.png,1787054720.353,-0.03391,-0.01241,0.29005,1,3,0.688,ok,-0.11113;0.17894;0.28995
00729.png,1787054720.402,-0.03682,-0.01342,0.29698,1,3,0.667,ok,-0.11169;0.18532;0.21590
00730.png,1787054720.453,-0.03184,-0.03137,0.28554,1,3,0.688,ok,-0.11100;0.17468;0.40076
00731.png,1787054720.504,0.00502,-0.01162,0.21108,1,3,0.667,ok,-0.11056;0.10053;0.23697
00732.png,1787054720.552,-0.03347,-0.00744,0.28710,1,3,0.688,ok,-0.11008;0.17702;0.21825
00733.png,1787054720.602,-0.03160,-0.03096,0.28490,1,3,0.688,ok,-0.11093;0.17412;0.21730
00734.png,1787054720.702,0.01380,-0.02301,0.19507,1,3,0.708,ok,-0.11136;0.08376;0.21135
00735.png,1787054720.752,-0.03447,-0.01143,0.28925,1,3,0.646,ok,-0.11016;0.17910;0.20874
00736.png,1787054720.852,-0.02929,-0.02221,0.28094,1,3,0.708,ok,-0.11121;0.16979;0.25454
00737.png,1787054720.901,-0.02971,-0.01003,0.28135,1,3,0.708,ok,-0.11097;0.17040;0.26775
00738.png,1787054720.952,-0.03420,-0.02669,0.29067,1,2,0.688,ok,-0.11119;0.17958
00739.png,1787054721.001,-0.05671,-0.07407,0.21126,1,4,0.375,ok,-0.11110;-0.04921;0.16262;0.25321
00740.png,1787054721.051,-0.03811,-0.02997,0.30082,1,2,0.708,ok,-0.11237;0.18858
00741.png,1787054721.102,-0.04055,-0.01174,0.30373,1,3,0.688,ok,-0.11132;0.19243;0.29153
00742.png,1787054721.152,-0.03421,-0.01733,0.29116,1,2,0.667,ok,-0.11139;0.17981
00743.png,1787054721.202,-0.04005,-0.01028,0.30180,1,3,0.708,ok,-0.11086;0.19096;0.21550
00744.png,1787054721.253,-0.03927,-0.01151,0.30414,1,3,0.708,ok,-0.11281;0.19135;0.21550
00745.png,1787054721.303,-0.03079,-0.02126,0.28348,1,3,0.729,ok,-0.11098;0.17257;0.21550
00746.png,1787054721.353,-0.03065,-0.02642,0.28573,1,3,0.708,ok,-0.11226;0.17356;0.22033
00747.png,1787054721.402,-0.02960,-0.03463,0.28353,1,3,0.688,ok,-0.11225;0.17145;0.22016
